id,letter,word,type,etymology,definition,added_at
A0165,A,"ABSOLU, ABSOLUE",adjectif et nom masculin,"Étymologie : xie siècle, asolu. Emprunté du latin absolutus, « achevé, complet », tiré du participe passé de absolvere, « détacher de tout lien ; acquitter, absoudre » et « achever, parfaire ».","1. 
Se dit d’un pouvoir qui s’exerce sans limite et sans contrôle, et de ce qui s’y rapporte.
Puissance, autorité absolue.
Monarchie absolue, voir Monarchie.
▪ Par métonymie.
Souverain, monarque absolu.
Maître absolu.

▪ Par extension.
Se dit d’une personne entière, péremptoire, et de ce qui la caractérise.
Il est absolu dans ses jugements.
Un caractère absolu.


2. 
Qui est sans restriction, sans réserve ; intégral, complet.
Une confiance, une discrétion absolue.
Une absolue certitude.
Je suis dans l’absolue nécessité de me passer de vos services.
J’exige de vous une obéissance absolue.
Il vit dans une solitude absolue.
Son désintéressement est absolu.
Défense absolue de fumer.
Il a érigé ce principe en règle absolue.

3. 
Que l’on considère en soi (souvent par opposition à Relatif).
Spécialement. Marque de domaine : philosophie.
Qui n’admet aucune condition, aucune limite, qui est indépendant de toute comparaison.
Le Vrai, le Beau absolu.
Une vérité absolue.
– Marque de domaine : droit.
Majorité absolue, égale à la moitié des suffrages exprimés plus un, par opposition à Majorité relative et à Majorité qualifiée.

– Marque de domaine : mathématiques.
Valeur absolue, valeur d’une expression mathématique ou d’un nombre sans considération de son signe.

– Marque de domaine : physique.
Mouvement absolu, celui d’un corps envisagé par rapport à un repère fixe, immobile, par opposition à Mouvement relatif.
Zéro absolu, température d’un système dans lequel l’agitation thermique des molécules, des atomes est nulle, et qui correspond à la température de –237,16 degrés Celsius.
Le zéro absolu est la température la plus basse que l’on puisse théoriquement atteindre.
La température absolue, qui est définie par rapport au zéro absolu et s’exprime généralement en kelvins.

– Marque de domaine : grammaire.
Superlatif absolu, qui exprime une qualité à un haut degré, sans rapport à une autre personne ou à une autre chose, par opposition à Superlatif relatif.
Dans « Ce spectacle est très beau », « très beau » est un superlatif absolu ; dans « Ce spectacle est le plus réussi de l’année », « le plus réussi » est un superlatif relatif.
Emploi absolu, construction absolue, où un mot est utilisé sans complément.
Un verbe transitif en emploi absolu se construit sans complément d’objet.
Le nom « rentrée » se rencontre généralement en construction absolue pour parler de la rentrée des classes.
En grammaire grecque et latine.
Ablatif, génitif absolu, proposition participiale dont le sujet et le participe sont à l’ablatif en latin, au génitif en grec.

▪ Par extension.
Parfait, pur, sans mélange.
L’amour absolu.
Une passion absolue.
Donner à un mot son sens absolu, son sens fort, plein.
Marque de domaine : chimie.
Alcool absolu, solution d’éthanol contenant moins de 1 % d’eau.",2026-06-04T04:01:31.961Z
A0166,A,ABSOLUMENT,adverbe,Étymologie : xiiie siècle. Dérivé d’absolu.,"1. 
Souverainement, sans limite ni contrôle.
Le monarque entendait gouverner absolument.
Il commande absolument.
▪ Par extension.
De manière péremptoire.
On eut beau lui dire qu’il ne devait pas partir, il le voulut absolument.
Son père lui défendit absolument de la revoir.


2. 
Entièrement, tout à fait ; sans réserve ni restriction, rigoureusement.
C’est absolument exclu.
Je désapprouve absolument cette initiative.
Il nia absolument les faits.
Cela m’est absolument égal.
Je n’y comprends absolument rien.
Il s’en remet absolument à vous.
Il est absolument libre de ses mouvements.
À valeur intensive.
Il faut absolument que vous partiez.
Il tient absolument à avoir le dernier mot.
Nous n’avions absolument pas l’intention de vous blesser.
▪ Par affaiblissement.
Pour répondre familièrement par l’affirmative.
« Viendrez-vous demain ? – Absolument. »


3. 
Sans autre considération, sans condition.
Dieu est absolument.
▪ Loc.
Absolument parlant, si l’on s’en tient à la chose, à la situation elle-même.
Absolument parlant, c’est interdit.
Cette raison n’est pas mauvaise, absolument parlant.

▪ Spécialement. Marque de domaine : grammaire.
Sans complément.
Prendre, employer un verbe absolument.
Dans la phrase « Elle a voté contre », l’adverbe « contre » est construit absolument.
Dans le Dictionnaire de l’Académie française, la mention « absolument » est abrégée en « absolt ».",2026-06-04T04:01:32.042Z
A0173,A,ABSORBER,verbe transitif direct,"Étymologie : xie siècle, assorber, « engloutir ». Emprunté du latin absorbere, « avaler ».","1. 
Laisser pénétrer en soi et retenir un liquide, un gaz, un rayonnement, etc.
L’éponge absorbe l’eau.
Les plantes absorbent le dioxyde de carbone par leurs feuilles.
Le noir absorbe la lumière.
Par métonymie.
L’enfant a absorbé la tache d’encre avec un buvard.
▪ Par extension.
En parlant d’une personne, d’un animal.
Consommer un aliment ; ingérer une substance.
Absorber du lait, de la nourriture.
Le malade n’a rien absorbé depuis trois jours.

▪ Spécialement. Marque de domaine : physique nucléaire.
Dose absorbée, voir Dose.


2. 
Fig.
Faire disparaître quelque chose en l’utilisant ou en l’intégrant dans un ensemble.
Son bénévolat absorbe tout son temps libre.
Les frais d’expertise ont absorbé une partie de la succession.
Cette société a rapidement absorbé les petites entreprises de la région.
▪ S’emploie aussi au sens d’Occuper quelqu’un entièrement.
Ses fonctions l’absorbent jour et nuit.
C’est un travail qui vous absorbera pendant plusieurs mois.
Pron.
S’absorber dans ses réflexions, dans la lecture.",2026-06-04T04:01:32.288Z
A0174,A,ABSORPTION,nom féminin,"Étymologie : xvie siècle. Emprunté du latin chrétien absorptio, « engloutissement (de l’âme) », lui-même dérivé de absorbere, « avaler ».","1. 
Action de laisser pénétrer en soi et retenir un liquide, un gaz, un rayonnement, etc.
L’absorption de la pluie par un terrain sablonneux.
L’absorption d’eau et de sels minéraux par les racines d’un végétal.
L’absorption des rayons solaires par la couche atmosphérique.
Cette fibre textile a un grand pouvoir d’absorption.
Étudier l’absorption du glucose par l’intestin.
▪ Par extension.
En parlant d’une personne, d’un animal.
Action de consommer un aliment, d’ingérer une substance.
L’absorption excessive d’alcool est nuisible.

▪ Spécialement. Marque de domaine : physique.
Raie, Spectre d’absorption, voir Raie [i], Spectre.
– Marque de domaine : technique.
À absorption, se dit d’une machine frigorifique dans laquelle le fluide réfrigérant est pressurisé grâce à sa dissolution dans un autre fluide.
Le réfrigérateur à absorption d’une caravane.



2. 
Fig.
Action de faire disparaître quelque chose en l’utilisant ou en l’intégrant dans un ensemble.
L’absorption d’une entreprise par une autre.
▪ Désigne aussi parfois l’état d’une personne absorbée dans un travail, une lecture, etc.
L’absorption d’un jeune homme dans sa rêverie.",2026-06-04T04:01:32.367Z
A0190,A,ABSURDE,adjectif et nom masculin,"Étymologie : xiiie siècle, comme adjectif ; xvie siècle, comme nom. Emprunté du latin absurdus, « discordant, dissonant ; hors de propos », lui-même dérivé de surdus, « sourd ».","1. 
Adj.
Qui va contre la raison, la logique ; qui heurte le sens commun.
Un argument absurde.
Il est absurde d’agir comme vous le faites.
Ce que vous dites là est absurde.

2. 
N. m.
Ce qui contrevient aux normes de la logique, ce qui est contradictoire, déraisonnable.
Tomber dans l’absurde.
Démonstration, raisonnement par l’absurde, consistant à démontrer qu’une proposition est vraie par l’énoncé des conséquences qui découlent de la proposition contradictoire.
Réduire une proposition à l’absurde, voir Réduire.
▪ Désigne plus particulièrement l’écart entre les aspirations de l’homme et son expérience vécue, l’impossibilité de trouver une justification à l’existence humaine.
Albert Camus expose sa philosophie de l’absurde dans « Le Mythe de Sisyphe ».
Marque de domaine : littérature.
Le théâtre de l’absurde, dont la dramaturgie et l’esthétique, en rupture complète avec la tradition, illustrent le caractère irrationnel et parfois désespéré de la condition humaine en mettant en scène des situations dénuées de sens, qui provoquent le rire entre autres réactions.
« Théâtre de l’absurde » est le titre d’un essai de Martin Esslin publié au début des années 1960.
Les pièces de Beckett et d’Ionesco relèvent du théâtre de l’absurde.",2026-06-04T04:01:32.710Z
A0193,A,ABUS,nom masculin,"Étymologie : xive siècle, au sens 1 ; xxe siècle, au sens 2. Emprunté du latin abusus, « utilisation d’une chose jusqu’à son épuisement », lui-même dérivé de abuti, « user complètement ; détourner de son usage », avec, pour le sens 2, influence probable de l’anglais des États-Unis sexual abuse, « agression sexuelle, viol ».","1. 
Usage mauvais ou excessif de quelque chose.
L’abus de l’alcool, du tabac.
Faire des abus de nourriture.
L’abus qu’il a fait de ses richesses, de ses forces, de son autorité.
L’abus des adverbes dans une description.
Loc.
Abus de langage, emploi, conscient ou non, d’un mot dans un sens qui n’est pas le sien.
C’est par abus de langage que le mot « achalandé » a pris le sens de « bien approvisionné en marchandises ».
▪ Sans complément.
Pratique consistant à profiter injustement d’une situation, d’un avantage.
Un abus manifeste.
Tolérer, réformer les abus.
La chasse aux abus.
Loc. fam.
Y a de l’abus, c’est exagéré, cela va trop loin.

▪ Spécialement. Marque de domaine : droit.
Abus de droit, faute commise par le titulaire d’un droit qui utilise ce droit en le détournant de son but.
Abus d’autorité, contrainte morale qu’une personne exerce sur quelqu’un qui lui est subordonné ou est dépendant d’elle, afin de lui faire accomplir un acte ; fait, pour un fonctionnaire, d’outrepasser les droits liés à sa fonction.
Abus de confiance, délit consistant à détourner des objets, des valeurs ou des documents remis en vertu d’un contrat.
Abus de jouissance, le fait de dégrader ou de laisser dépérir le fonds dont on a l’usage ou l’usufruit.
Abus de biens sociaux, délit commis par le dirigeant d’une société commerciale qui a utilisé les biens ou le crédit de cette société à des fins personnelles ou pour favoriser une autre société dans laquelle il est intéressé.
Abus de position dominante, pratique illicite d’une entreprise qui cherche à profiter de sa puissance économique pour réduire ou éliminer la concurrence.
Abus de faiblesse, délit qui consiste à exploiter l’ignorance ou la vulnérabilité d’une personne pour l’amener à prendre des décisions ou des engagements dont elle ne peut mesurer la portée.


2. 
Le fait d’agresser sexuellement une personne ou de la violer.
Commettre, dénoncer des abus sexuels.",2026-06-04T04:01:32.830Z
A0194,A,ABUSER,verbe transitif direct et indirect et verbe intransitif,Étymologie : xive siècle. Dérivé d’abus.,"1. 
V. tr. direct.
Tromper, duper quelqu’un.
Abuser l’ennemi par de subtiles manœuvres.
Il l’a abusée par de fausses promesses.
Pron.
Nous nous sommes abusés sur ses intentions.
▪ Loc.
Si je ne m’abuse, sauf erreur de ma part.
Elle a dit qu’elle viendrait, si je ne m’abuse.


2. 
V. tr. indirect (suivi de la préposition de).
Faire un usage mauvais ou excessif de quelque chose.
Abuser du vin, des somnifères.
Abuser de ses forces.
Abuser des métaphores, des citations.
Vous abusez de ma patience.
Il abuse de son crédit pour arriver à ses fins.
Ils ont abusé de notre crédulité.
▪ Suivi d’un complément désignant une personne.
User avec excès de la complaisance, de la bonté ou de la naïveté de quelqu’un.
Ces enfants abusent sans vergogne de leur père.
Abuser d’un ami crédule.

▪ Spécialement.
Agresser sexuellement une personne ou la violer.
Abuser d’une femme.
En emploi direct.
Il a été abusé dans son enfance.",2026-06-04T04:01:32.944Z
A0195,A,"ABUSIF, ABUSIVE",adjectif,"Étymologie : xive siècle. Emprunté du latin tardif abusivus, terme de grammaire signifiant « contraire au bon usage », lui-même dérivé de abuti, « user complètement ; détourner de son usage ».","1. 
Qui témoigne du mauvais usage ou de l’usage excessif qu’on fait de quelque chose.
Pouvoir abusif.
Une consommation abusive de médicaments.
L’emploi abusif d’un mot.
Les pratiques abusives d’une entreprise envers ses concurrents.
Procédure abusive.
Par métonymie.
Vendre à un prix abusif.

2. 
Se dit d’une personne qui abuse de sa position.
Père abusif, mère abusive, qui veut l’affection sans partage de son enfant, qui exerce une domination, une emprise totale sur lui.
Veuve abusive, se disait d’une veuve qui exploite dans son propre intérêt la mémoire de son mari.",2026-06-04T04:01:33.010Z
A0198,A,"ABYSSAL, ABYSSALE",adjectif,"Étymologie : xvie siècle, dans un sens religieux, pour désigner un sentiment d’une profondeur infinie ; xixe siècle, au sens actuel. Dérivé du latin chrétien abyssus, « abîme ».","■ 
Marque de domaine : géographie.
Relatif aux abysses, aux grandes profondeurs marines.
La faune abyssale.
Plaine abyssale, surface plane située dans les fonds océaniques à une profondeur d’environ 5 000 mètres.
▪ Fig.
Immense, insondable.
Un déficit budgétaire abyssal.
Cet homme est d’une stupidité abyssale.",2026-06-04T04:01:33.138Z
A0199,A,ABYSSE,nom masculin,"Étymologie : xixe siècle. Emprunté, par l’intermédiaire du latin chrétien abyssus, « profondeur de l’enfer, abîme », du grec abussos, « ce qui est sans fond ».","Marque de domaine : géographie.
Région sous-marine très profonde, dans laquelle la lumière du soleil ne pénètre pas.
L’exploration des abysses.
La fosse des Mariannes, dont le point le plus bas se situe à près de 11 000 mètres, est l’abysse le plus profond sur la Terre.",2026-06-04T04:01:33.194Z
